"","year","quarter","qWhite","qBlack","qNative","qAsianPacific","qOther","qpopWhite","qpopBlack","qpopNative","qpopAsianPacific","qpopOther"
"123",2009,3,7.24758970308354,12.7837257514359,15.2858970101183,7.04701540919748,10.5165449529515,82.7056304778689,9.88188922410549,0.979531178356211,4.86599931610765,1.56694980356181
"124",2009,4,7.64642372253232,12.4243541212336,9.39379517533412,7.40163659025622,9.68547802881408,82.7881851679606,9.46187455374886,1.07512159496087,5.13874275937955,1.53607592395013
"125",2010,1,8.3133294875928,13.6985526343744,12.9553089449751,7.34404143879266,9.73767791829337,82.3309684038692,10.0112875978246,1.02242759614865,5.10612572273457,1.52919067942301
"126",2010,2,7.40502570889254,12.9067496748392,11.0745152994827,6.08548303112538,10.7527466024315,81.6388370038047,10.533544553916,1.09370141063767,5.17395539378122,1.55996163786043
"127",2010,3,7.3602824194514,12.7883048526722,11.2849401173301,6.24293094446687,11.9904114149874,82.0456034906281,10.2955918151631,1.08856558746699,5.02360471616873,1.54663439057304
"128",2010,4,7.15771749266262,12.5007558859919,10.2140426163603,6.56282608747678,9.53493003884644,82.3446228871773,9.92658933576428,0.9590909683295,5.29438435676253,1.4753124519664
"129",2011,1,7.39468899465084,14.046963494332,10.8103109545085,7.28252931848394,9.49025543447853,81.9103688881759,10.1608684043464,1.05855360594528,5.43348501888523,1.43672408264722
"130",2011,2,6.50998227984458,13.4730657363268,11.1640293467952,6.81396211273709,10.0884768104655,81.7175737586152,10.2779302131313,0.999869892224767,5.46330079525866,1.54132534077011
"131",2011,3,6.69400559290806,13.6392280637996,12.412087154049,6.05200579288984,9.40290393483701,82.0911123678941,10.2453401204829,1.01480387813257,5.12033645395573,1.52840717953474
"132",2011,4,6.2526923484789,12.3020308190946,14.633502975848,6.31149478337074,11.1214215423718,81.8961700541512,9.97359209183005,1.08902913492722,5.50633405317729,1.53487466591422
"133",2012,1,6.63572309842239,11.6132480613041,8.25737762452095,6.34545573716855,9.42209965754205,81.8097225809039,10.1835588354749,1.01577114104515,5.55548929131876,1.43545815125734
"134",2012,2,5.97492853048511,10.9896188408293,9.91274814712325,5.12823333951714,4.97329707208252,81.5960249715307,10.1475308560856,1.00658225083513,5.74367476619135,1.50618715535722
"135",2012,3,5.89376772006573,11.6086337617303,10.4844695111394,4.9207598672492,7.94253940073466,81.7973535500413,10.1211893809337,1.06925679881972,5.5163131316043,1.49588713860103
"136",2012,4,5.3997814172532,10.6358512738117,8.53341485499722,5.45938412722941,7.51372895362199,81.7080391691776,10.020971785977,1.07487451207564,5.76088736430922,1.43522716846058
"137",2013,1,6.09697279122065,11.2780772536474,9.53615662738746,6.15262171257746,9.14109696155917,81.9491183333595,9.91329215817764,1.05996943525664,5.53425294027563,1.54336713293064
"138",2013,2,5.20340208245185,9.85052306039464,9.72510638272697,4.24927510229324,6.98923051859356,81.1835083582227,10.4135580993228,1.04221100547757,5.83503831740881,1.52568421956817
